bpm,compStyle,composer,key,style,title,song_index
160,Jazz-Medium Up Swing,Coltrane John,F,Medium Up Swing,26-2,0
140,Jazz-Bossa Nova,Corea Chick,E-,Bossa Nova,500 Miles High,1
100,Jazz-Medium Swing,Rowles Jimmy,A-,Waltz,502 Blues,2
240,Jazz-Up Tempo Swing,Monk Thelonious,C,Up Tempo Swing,52nd Street Theme,3
100,Jazz-Medium Swing,Warren Earl,C,Medium Swing,9.20 Special,4
80,Jazz-Slow Swing,Mulligan Gerry,C,Slow Swing,A Ballad,5
100,Jazz-Medium Swing,Kahn Donald,C,Medium Swing,A Beautiful Friendship,6
60,Jazz-Ballad Swing,Barnes-Cornelius,Bb,Ballad,A Blossom Fell,7
100,Jazz-Medium Swing,Fain-Webster,F,Medium Swing,A Certain Smile,8
100,Jazz-Medium Swing,Jones Thad,Bb,Waltz,A Child Is Born,9
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,A-,Bossa Nova,A Felicidade,10
100,Jazz-Medium Swing,Kern Jerome,C,Medium Swing,A Fine Romance,11
60,Jazz-Ballad Swing,Strayhorn Billy,Db,Ballad,A Flower Is A Lovesome Thing,12
100,Jazz-Medium Swing,Gershwin George,F,Medium Swing,A Foggy Day,13
60,Jazz-Ballad Swing,Young Victor,C,Ballad,A Ghost Of A Chance,14
100,Jazz-Medium Swing,Kalmar-Ruby-Hammerstein,C,Medium Swing,A Kiss To Build A Dream On,15
140,Jazz-Bossa Nova,Deodato-Valle,Db,Bossa Nova,A Little Tear,16
60,Jazz-Ballad Swing,McHugh Jimmy,F,Ballad,A Lovely Way To Spend An Evening,17
180,Jazz-Latin,Gillespie Dizzy,D-,Latin,A Night In Tunisia,18
60,Jazz-Ballad Swing,Sherwin Manning,Eb,Ballad,A Nightingale Sang In Berkeley Square,19
100,Jazz-Medium Swing,Berlin Irving,G,Medium Swing,A Pretty Girl Is Like A Melody,20
100,Jazz-Medium Swing,Arlen Harold,Ab,Medium Swing,A Sleepin' Bee,21
160,Jazz-Medium Up Swing,Goodman Benny,F,Medium Up Swing,A Smooth One,22
140,Jazz-Even 8ths,Heath Jimmy,Eb,Even 8ths,A Sound For Sore Ears,23
60,Jazz-Ballad Swing,Belle-Prima-Leonard-Rhodes,F,Ballad,A Sunday Kind Of Love,24
100,Jazz-Medium Swing,Marlow-Scott,D-,Waltz,A Taste Of Honey,25
60,Jazz-Ballad Swing,Mandel Johnny,F,Ballad,A Time For Love,26
100,Jazz-Medium Swing,Traditional,Eb,Medium Swing,A Tisket A Tasket,27
100,Jazz-Medium Swing,Young Victor,C,Medium Swing,A Weaver Of Dreams,28
240,Jazz-Up Tempo Swing,Bricusse-Newley,Eb,Up Tempo Swing,A Wonderful Day Like Today,29
160,Jazz-Medium Up Swing 2,Tristano Lennie,Ab,Medium Swing,Ablution,30
100,Jazz-Medium Swing,Arlen Harold,F,Medium Swing,Ac-Cent-Tchu-Ate The Positive,31
100,Jazz-Medium Swing,Greene Joe,F,Medium Swing,Across The Alley From The Alamo,32
140,Jazz-Even 8ths,Shorter Wayne,Ab,Even 8ths,Adam's Apple,33
140,Pop-Funk,Feliciano Jos̩,B-,Funk,Affirmation,34
180,Jazz-Latin,Silver Horace,C-,Latin,"African Queen, The",35
100,Jazz-Medium Swing,Santamaria Mongo,F-,Waltz,Afro Blue,36
240,Jazz-Up Tempo Swing,Henderson Joe,Db,Up Tempo Swing,Afro Centric,37
60,Jazz-Ballad Swing,Porter Cole,C,Ballad,After You,38
240,Jazz-Up Tempo Swing,Creamer Henry,Bb,Up Tempo Swing,After You've Gone,39
100,Jazz-Medium Swing,Lewis John,C,Medium Swing,Afternoon In Paris,40
60,Jazz-Ballad Swing,Newman Lionel,G,Ballad,Again,41
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,D-,Bossa Nova,Agua De Beber,42
140,Jazz-Even 8ths,Metheny Pat,C,Even 8ths,Ahmid-6,43
100,Jazz-Medium Swing,Waller Fats,C,Medium Swing,Ain't Misbehavin',44
160,Jazz-Medium Up Swing,Ager Milton,Eb,Medium Up Swing,Ain't She Sweet,45
240,Jazz-Up Tempo Swing,Rollins Sonny,F-,Up Tempo Swing,Airegin,46
160,Jazz-Medium Up Swing,Christian Charlie,C,Medium Up Swing,Airmail Special,47
60,Jazz-Ballad Swing,Tyner McCoy,A-,Ballad,Aisha,48
100,Jazz-Medium Swing,Berlin Irving,F,Medium Swing,Alexander's Ragtime Band,49
60,Jazz-Ballad Swing,Bacharach Burt,Bb,Ballad,Alfie,50
100,Jazz-Medium Swing,Rollins Sonny,Bb-,Medium Swing,Alfie's Theme,51
100,Jazz-Medium Swing,Fain Sammy,C,Waltz,Alice In Wonderland,52
60,Jazz-Ballad Swing,Greene Joe,Bb,Ballad,All About Ronnie,53
100,Jazz-Medium Swing,Berlin Irving,F,Waltz,All Alone,54
100,Jazz-Medium Swing,Davis Miles,G,Waltz,All Blues,55
100,Jazz-Medium Swing,Berlin Irving,C,Medium Swing,All By Myself,56
160,Jazz-Medium Up Swing,Kahn-Kaper,F,Medium Up Swing,All God's Chillun Got Rhythm,57
60,Jazz-Ballad Swing,Van-Heusen Jimmy,G,Ballad,All My Tomorrows,58
60,Jazz-Ballad Swing,Herpin-Jamblan-Rome,C,Ballad,All Of A Sudden My Heart Sings,59
100,Jazz-Medium Swing,Marks Gerald,C,Medium Swing,All Of Me,60
100,Jazz-Medium Swing,Porter Cole,Eb,Medium Swing,All Of You,61
160,Jazz-Medium Up Swing,Altman Arthur,A-,Medium Up Swing,All Or Nothing At All,62
160,Jazz-Medium Up Swing,Kern Jerome,Ab,Medium Up Swing,All The Things You Are,63
60,Jazz-Ballad Swing,Van-Heusen Jimmy,Eb,Ballad,All The Way,64
100,Jazz-Medium Swing,Kern-Hammerstein,F,Medium Swing,All Through The Day,65
100,Jazz-Medium Swing,Porter Cole,F,Medium Swing,All Through The Night,66
60,Jazz-Ballad Swing,Ellington Duke,C,Ballad,All Too Soon,67
100,Jazz-Medium Swing,Loewe Frederick,Ab,Medium Swing,Almost Like Being In Love,68
100,Jazz-Medium Swing,Schwartz Arthur,D-,Medium Swing,Alone Together,69
60,Jazz-Ballad Swing,Schwartz Arthur,G,Ballad,Alone Too Long,70
100,Jazz-Medium Swing,Golson Benny,Ab,Medium Swing,Along Came Betty,71
100,Jazz-Medium Swing,Berlin Irving,F,Waltz,Always,72
60,Jazz-Ballad Swing,Metheny Pat,A-,Ballad,Always And Forever,73
100,Jazz-Medium Swing,Akst Harry,F,Medium Swing,Am I Blue?,74
60,Jazz-Ballad Swing,Nicholls Horatio,Eb,Ballad,Among My Souvenirs,75
140,Jazz-Even 8ths,Shorter Wayne,G,Even 8ths,Ana Maria,76
60,Jazz-Ballad Swing,Gibbs Michael,D,Ballad,And On The Third Day,77
100,Jazz-Medium Swing,Elman Ziggy,Eb,Medium Swing,And The Angels Sing,78
60,Jazz-Ballad Swing,Dennis Matt,C-,Ballad,Angel Eyes,79
240,Jazz-Up Tempo Swing,Parker Charlie,Bb,Up Tempo Swing,Anthropology,80
100,Jazz-Medium Swing,Porter Cole,C,Medium Swing,Anything Goes,81
160,Jazz-Medium Up Swing,Tristano Lennie,G,Medium Up Swing,April,82
100,Jazz-Medium Swing,Duke Vernon,C,Medium Swing,April In Paris,83
140,Jazz-Even 8ths,Metheny Pat,F,Even 8ths,April Joy,84
160,Jazz-Medium Up Swing,Collette Buddy,G,Medium Up Swing,April Skies,85
100,Jazz-Medium Swing,Van-Heusen Jimmy,F,Medium Swing,Aren't You Glad You're You,86
180,Jazz-Latin,Corea Chick,C-,Latin,Armando's Rhumba,87
100,Jazz-Medium Swing,Arlen Harold,F,Medium Swing,As Long As I Live,88
60,Jazz-Ballad Swing,Hupfeld Herman,Eb,Ballad,As Time Goes By,89
60,Jazz-Ballad Swing,Monk Thelonious,Db,Ballad,Ask Me Now,90
100,Jazz-Medium Swing,Warren Harry,C,Medium Swing,At Last,91
100,Jazz-Medium Swing,Porter Cole,C,Medium Swing,At Long Last Love,92
240,Jazz-Up Tempo Swing,Parker Charlie,F,Up Tempo Swing,Au Privave,93
60,Jazz-Ballad Swing,Duke Vernon,F,Ballad,Autumn In New York,94
100,Jazz-Medium Swing,Kosma Joseph,G-,Medium Swing,Autumn Leaves,95
80,Jazz-Slow Swing,Gannon-Myrow,C,Slow Swing,Autumn Nocturne,96
240,Jazz-Up Tempo Swing,Jolson-Sylva-Rose,Bb,Up Tempo Swing,Avalon,97
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Ba-lue Bolivar Ba-lues-are,98
100,Jazz-Medium Swing,Shorter Wayne,F-,Medium Swing,Backstage Sally,99
100,Jazz-Medium Swing,Jackson Milt,C-,Medium Swing,Bags and Trane,100
100,Jazz-Medium Swing,Jackson Milt,F,Medium Swing,Bags' Groove,101
100,Jazz-Medium Swing,Holland Dave,G-,Medium Swing,"Balance, The",102
60,Jazz-Ballad Swing,Parker Charlie,F,Ballad,Ballade,103
60,Jazz-Ballad Swing,Carmichael Hoagy,G-,Ballad,Baltimore Oriole,104
180,Jazz-Latin,Parker Charlie,F,Latin,Barbados,105
100,Jazz-Medium Swing,Silver Horace,Eb,Waltz,Barbara,106
240,Jazz-Up Tempo Swing,Mulligan Gerry,F,Up Tempo Swing,Bark For Barksdale,107
80,Jazz-Slow Swing,Williams Spencer,Bb,Slow Swing,Basin Street Blues,108
60,Jazz-Ballad Swing,Metheny Pat,G,Ballad,"Bat, The",109
100,Jazz-Medium Swing,Borodin-Wright-Forrest,Ab,Waltz,"Baubles, Bangles and Beads",110
100,Jazz-Medium Swing,Berlin Irving,F,Medium Swing,Be Careful It's My Heart,111
100,Jazz-Medium Swing,Brodszky Nikolaus,C,Medium Swing,Be My Love,112
240,Jazz-Up Tempo Swing,Gillespie Dizzy,F-,Up Tempo Swing,Be-Bop,113
100,Jazz-Medium Swing,Rivers Sam,F,Medium Swing,Beatrice,114
100,Jazz-Medium Swing,Young Victor,D-,Medium Swing,Beautiful Love,115
140,Pop-Funk,Shorter Wayne,F,Funk,Beauty And The Beast,116
100,Jazz-Medium Swing,Porter Cole,C,Medium Swing,Begin The Beguine,117
140,Jazz-Even 8ths,Raposo Joe,Bb,Even 8ths,Bein' Green,118
100,Jazz-Medium Swing,Monk Thelonious,C,Medium Swing,Bemsha Swing,119
110,Jazz-Afro 12/8,Loueke Lionel,Db,Afro,Benny's Tune,120
160,Jazz-Medium Up Swing,Miller Bernie,D-,Medium Up Swing,Bernie's Tune,121
140,Jazz-Bossa Nova,Velazques Consuelo,D-,Bossa Nova,Besame Mucho,122
60,Jazz-Ballad Swing,Gershwin George,Bb,Ballad,Bess You Is My Woman,123
240,Jazz-Up Tempo Swing,Coltrane John,Eb,Up Tempo Swing,Bessie's Blues,124
100,Jazz-Medium Swing,Coleman Cy,Ab,Medium Swing,"Best Is Yet To Come (Page 1), The",125
100,Jazz-Medium Swing,Coleman Cy,Ab,Medium Swing,"Best Is Yet To Come (Page 2), The",126
100,Jazz-Medium Swing,Berlin Irving,C,Medium Swing,"Best Thing For You Is Me, The",127
160,Jazz-Medium Up Swing,DeSylva-Brown-Henderson,C,Medium Up Swing,"Best Things In Life Are Free, The",128
180,Jazz-Latin,Metheny Pat,C,Latin,Better Days Ahead,129
100,Jazz-Medium Swing,Mingus Charles,F,Medium Swing,Better Git It In Your Soul,130
100,Jazz-Medium Swing,Loughborough-Wheat,C,Waltz,Better Than Anything,131
160,Jazz-Medium Up Swing,Arlen Harold,F,Medium Up Swing,Between The Devil And The Deep Blue Sea,132
60,Jazz-Ballad Swing,Rodgers Richard,C,Ballad,Bewitched,133
100,Jazz-Medium Swing,Whiting-Harding,Bb,Medium Swing,Beyond The Blue Horizon,134
100,Jazz-Medium Swing,Trenet Charles,F,Medium Swing,Beyond The Sea,135
100,Jazz-Medium Swing,Gershwin George,Eb,Medium Swing,Bidin' My Time,136
160,Jazz-Medium Up Swing,Traditional,G,Medium Up Swing,Bill Bailey,137
100,Jazz-Medium Swing,Evans Bill,C-,Medium Swing,Bill's Hit Tune,138
160,Jazz-Medium Up Swing,Parker Charlie,F,Medium Up Swing,Billie's Bounce,139
160,Jazz-Medium Up Swing,Traditional,C,Medium Up Swing,Billy Boy,140
240,Jazz-Up Tempo Swing,Gillespie Dizzy,F-,Up Tempo Swing,Birk's Works,141
80,Jazz-Slow Swing,Henderson Ray,C,Slow Swing,"Birth Of The Blues, The",142
80,Jazz-Slow Swing,Waller Fats,C,Slow Swing,Black And Blue,143
100,Jazz-Medium Swing,Ellington-Miley,Bb-,Medium Swing,Black And Tan Fantasy,144
80,Jazz-Slow Swing,Burke-Webster,C,Slow Swing,Black Coffee,145
100,Jazz-Medium Swing,Henderson Joe,G#-,Waltz,Black Narcissus,146
240,Jazz-Up Tempo Swing,Shorter Wayne,D-,Up Tempo Swing,Black Nile,147
60,Jazz-Ballad Swing,Wilder Alec,F,Ballad,Blackberry Winter,148
60,Jazz-Ballad Swing,Levant Oscar,Eb,Ballad,Blame It On My Youth,149
80,Jazz-Slow Swing,Strayhorn Billy,D,Slow Swing,Blood Count,150
240,Jazz-Up Tempo Swing,Parker Charlie,Bb,Up Tempo Swing,Bloomdido,151
100,Jazz-Medium Swing,Leslie-Handman-Clarke,Bb,Medium Swing,Blue (And Broken Hearted),152
60,Jazz-Ballad Swing,Livingstone-David-Basie,Eb,Ballad,Blue And Sentimental,153
140,Jazz-Bossa Nova,Dorham Kenny,C-,Bossa Nova,Blue Bossa,154
100,Jazz-Medium Swing,Watts-Ryerson-Eaton,F,Medium Swing,Blue Champagne,155
100,Jazz-Medium Swing,Rosolino Frank,D,Waltz,Blue Daniel,156
60,Jazz-Ballad Swing,"Miles Davis, Bill Evans",D-,Ballad,Blue In Green,157
100,Jazz-Medium Swing,Mills Irving,Bb,Medium Swing,Blue Lou,158
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Blue Monk,159
100,Jazz-Medium Swing,Rodgers Richard,Eb,Medium Swing,Blue Moon,160
100,Jazz-Medium Swing,Rodgers Richard,F,Medium Swing,"Blue Room, The",161
100,Jazz-Medium Swing,Silver Horace,Eb-,Medium Swing,Blue Silver,162
160,Jazz-Medium Up Swing,Berlin Irving,C,Medium Up Swing,Blue Skies,163
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Blue Sphere,164
80,Jazz-Slow Swing,Waller Fats,Bb,Slow Swing,Blue Turning Grey Over You,165
100,Jazz-Medium Swing,Lewis-Stock-Rose,Eb,Medium Swing,Blueberry Hill,166
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Bluehawk,167
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Blues Five Spot,168
160,Jazz-Medium Up Swing,Parker Charlie,F,Medium Up Swing,Blues For Alice,169
240,Jazz-Up Tempo Swing,Shaw Woody,F-,Up Tempo Swing,Blues For Wood,170
160,Jazz-Medium Up Swing,Pettiford Oscar,Ab,Medium Up Swing,Blues In The Closet,171
80,Jazz-Slow Swing,Arlen Harold,Bb,Slow Swing,Blues In The Night,172
100,Jazz-Medium Swing,Golson Benny,Bb,Medium Swing,Blues March,173
100,Jazz-Medium Swing,Thielemans Toots,Bb,Waltz,Bluesette,174
60,Jazz-Ballad Swing,Green Johnny,Db,Ballad,Body And Soul,175
240,Jazz-Up Tempo Swing,Pettiford Oscar,G-,Up Tempo Swing,Bohemia After Dark,176
240,Jazz-Up Tempo Swing,Walton Cedar,D,Up Tempo Swing,Bolivia,177
100,Jazz-Medium Swing,Monk Thelonious,C,Medium Swing,Boo Boo's Birthday,178
100,Jazz-Medium Swing,Little Booker,Ab,Waltz,Booker's Waltz,179
100,Jazz-Medium Swing,Henry Cleo,F,Medium Swing,Boplicity,180
60,Jazz-Ballad Swing,Wells-Torme,C,Ballad,Born To Be Blue,181
140,Jazz-Bossa Nova,Desmond Paul,Ab,Bossa Nova,Bossa Antigua,182
240,Jazz-Up Tempo Swing,Powell Bud,Bb,Up Tempo Swing,Bouncin' With Bud,183
160,Jazz-Medium Up Swing,Barbarin Paul,Bb,Medium Up Swing,Bourbon Street Parade,184
100,Jazz-Medium Swing,Martin-Blane,C,Waltz,"Boy Next Door, The",185
200,Latin-Brazil: Samba,Barroso Ary,D,Samba,Brazil (Aquarela Do Brasil),186
140,Jazz-Bossa Nova,Petrucciani Michel,Bb-,Bossa Nova,Brazilian Like,187
140,Jazz-Bossa Nova,Petrucciani Michel,Bb-,Bossa Nova,Brazilian Suite,188
180,Jazz-Latin,Lecuona Ernesto,Eb,Latin,"Breeze And I, The",189
160,Jazz-Medium Up Swing,Bright John,Eb,Medium Up Swing,Bright Boy,190
240,Jazz-Up Tempo Swing,Monk Thelonious,Ab,Up Tempo Swing,Bright Mississippi,191
140,Jazz-Even 8ths,Metheny Pat,D,Even 8ths,Bright Size Life,192
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Brilliant Corners,193
160,Jazz-Medium Up Swing,William-Henri-Woode,Bb,Medium Up Swing,Broadway,194
80,Jazz-Slow Swing,Yarburg-Gorney,C-,Slow Swing,Brother Can You Spare A Dime,195
160,Jazz-Medium Up Swing,Loesser Frank,Eb,Medium Up Swing,Brotherhood Of Man,196
160,Jazz-Medium Up Swing,Corea Chick,F,Medium Up Swing,Bud Powell,197
240,Jazz-Up Tempo Swing,Davis-Powell,Ab,Up Tempo Swing,Budo,198
100,Jazz-Medium Swing,Niehaus Lennie,F,Medium Swing,Bunko,199
60,Jazz-Ballad Swing,Van-Heusen Jimmy,G,Ballad,But Beautiful,200
160,Jazz-Medium Up Swing,Gershwin George,Eb,Medium Up Swing,But Not For Me,201
160,Jazz-Medium Up Swing,Nelson Oliver,G,Medium Up Swing,Butch And Butch,202
140,Pop-Funk,Hancock Herbie,F-,Funk,Butterfly,203
100,Jazz-Medium Swing,Clarke Stanley,C,Waltz,Butterfly Dreams,204
100,Jazz-Medium Swing,Schwartz Arthur,F,Medium Swing,By Myself,205
100,Jazz-Medium Swing,Styne Jule,Bb,Medium Swing,Bye Bye Baby,206
100,Jazz-Medium Swing,Henderson Ray,F,Medium Swing,Bye Bye Blackbird,207
240,Jazz-Up Tempo Swing,Hamm-Bennett-Lown-Gray,C,Up Tempo Swing,Bye Bye Blues,208
100,Jazz-Medium Swing,Monk Thelonious,Ab,Medium Swing,Bye-Ya,209
100,Jazz-Medium Swing,Ellington Duke,C,Medium Swing,C-Jam Blues,210
240,Jazz-Up Tempo Swing,Heath Jimmy,Bb,Up Tempo Swing,C.T.A.,211
100,Jazz-Medium Swing,Betti Henri,Bb,Medium Swing,C'est Si Bon,212
100,Jazz-Medium Swing,Duke Vernon,G,Medium Swing,Cabin in the Sky,213
140,Jazz-Bossa Nova,Hatch Tony,G,Bossa Nova,Call Me,214
100,Jazz-Medium Swing,Van-Heusen Jimmy,F,Medium Swing,Call Me Irresponsible,215
80,Jazz-Slow Swing,Kern Jerome,Eb,Slow Swing,Can't Help Lovin' Dat Man,216
100,Jazz-Medium Swing,Swift-James,Bb,Medium Swing,Can't We Be Friends,217
100,Jazz-Medium Swing,David-Whitney-Kramer,Bb,Medium Swing,Candy,218
115,Pop-Rock,Hancock Herbie,F-,Rock Pop,Cantaloupe Island,219
200,Latin-Brazil: Samba,Corea Chick,C,Samba,Captain Marvel,220
180,Jazz-Latin,Ellington Duke,F-,Latin,Caravan,221
240,Jazz-Up Tempo Swing,Pass Joe,D-,Up Tempo Swing,Catch Me,222
240,Jazz-Up Tempo Swing,Powell Bud,Bb,Up Tempo Swing,Celia,223
60,Jazz-Ballad Swing,Coltrane John,B,Ballad,Central Park West,224
140,Jazz-Bossa Nova,Morgan Lee,Ab,Bossa Nova,Ceora,225
140,Pop-Funk,Hancock Herbie,Bb-,Funk,Chameleon,226
100,Jazz-Medium Swing,Berlin Irving,F,Medium Swing,Change Partners,227
160,Jazz-Medium Up Swing,Johnson James,Bb,Medium Up Swing,"Charleston, The",228
160,Jazz-Medium Up Swing,Gordon Dexter,Bb,Medium Up Swing,"Chase, The",229
240,Jazz-Up Tempo Swing,Coltrane John,F,Up Tempo Swing,Chasin' The Trane,230
160,Jazz-Medium Up Swing,Berlin Irving,C,Medium Up Swing,Cheek To Cheek,231
100,Jazz-Medium Swing,McGhee Howard,Bb,Medium Swing,Cheers,232
160,Jazz-Medium Up Swing,Gordon Dexter,C-,Medium Up Swing,Cheese Cake,233
240,Jazz-Up Tempo Swing,Burrell Kenny,Bb,Up Tempo Swing,Cheetah,234
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,D-,Bossa Nova,Chega De Saudade (No More Blues),235
60,Jazz-Ballad Swing,Strayhorn Billy,Db,Ballad,Chelsea Bridge,236
240,Jazz-Up Tempo Swing,Noble Ray,Bb,Up Tempo Swing,Cherokee,237
100,Jazz-Medium Swing,Parker Charlie,C,Medium Swing,Cheryl,238
100,Jazz-Medium Swing,Fisher Fred,C,Medium Swing,Chicago,239
140,Pop-Funk,Ellis Pee-Wee,Bb,Funk,"Chicken, The",240
180,Jazz-Latin,D'Rivera Paquito,D-,Latin,Chucho,241
60,Jazz-Ballad Swing,Mandel-Williams,Bb,Ballad,Close Enough For Love,242
100,Jazz-Medium Swing,Petkere Bernice,Eb-,Medium Swing,Close Your Eyes,243
100,Jazz-Medium Swing,"Alan Lerner, Burton Lane",F,Medium Swing,Come Back To Me,244
160,Jazz-Medium Up Swing,Van-Heusen Jimmy,C,Medium Up Swing,Come Fly With Me,245
100,Jazz-Medium Swing,Arlen Harold,F,Medium Swing,Come Rain Or Come Shine,246
60,Jazz-Ballad Swing,Ellington Duke,Bb,Ballad,Come Sunday,247
100,Jazz-Medium Swing,Brown-Stept-Tobias,G-,Medium Swing,Comes Love,248
100,Jazz-Medium Swing,Evans Bill,G-,Medium Swing,Comrade Conrad,249
110,Jazz-Afro 12/8,Gillespie Dizzy,C,Afro,Con Alma,250
100,Jazz-Medium Swing,Shearing George,Db,Medium Swing,Conception,251
140,Jazz-Even 8ths,Holland Dave,F,Even 8ths,Conference Of The Birds,252
100,Jazz-Medium Swing,Daugherty-Neiberg-Reynolds,G,Medium Swing,Confessin' (That I Love You),253
240,Jazz-Up Tempo Swing,Parker Charlie,F,Up Tempo Swing,Confirmation,254
100,Jazz-Medium Swing,Tyner McCoy,C-,Waltz,Contemplation,255
140,Pop-Funk,Pastorius Jaco,E,Funk,Continuum,256
100,Jazz-Medium Swing,Golson Benny,G,Medium Swing,"Cool One, The",257
100,Jazz-Medium Swing,Davis-Melrose,Bb,Medium Swing,Copenhagen,258
60,Jazz-Ballad Swing,Jarrett Keith,C-,Ballad,Coral,259
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,C,Bossa Nova,Corcovado,260
240,Jazz-Up Tempo Swing,Hubbard Freddie,Eb-,Up Tempo Swing,"Core, The",261
100,Jazz-Medium Swing,Robison Willard,Eb,Medium Swing,Cottage For Sale,262
240,Jazz-Up Tempo Swing,Ellington Duke,Bb,Up Tempo Swing,Cottontail,263
60,Jazz-Ballad Swing,Porter Cole,Bb,Ballad,Could It Be You,264
240,Jazz-Up Tempo Swing,Coltrane John,Bb,Up Tempo Swing,Countdown,265
140,Jazz-Even 8ths,Jarrett Keith,Eb,Even 8ths,Country,266
160,Jazz-Medium Up Swing,Coltrane John,Ab,Medium Up Swing,Cousin Mary,267
60,Jazz-Ballad Swing,Sigman Carl,F,Ballad,Crazy He Calls Me,268
240,Jazz-Up Tempo Swing,Wolfe-Kahn-Meyer,F,Up Tempo Swing,Crazy Rhythm,269
100,Jazz-Medium Swing,Ellington Duke,Bb,Medium Swing,Creole Love Call,270
60,Jazz-Ballad Swing,Monk Thelonious,Ab,Ballad,Crepuscule With Nellie,271
100,Jazz-Medium Swing,Hubbard Freddie,C,Medium Swing,Crisis,272
100,Jazz-Medium Swing,Monk Thelonious,G-,Medium Swing,Criss Cross,273
240,Jazz-Up Tempo Swing,Tristano Lennie,F,Up Tempo Swing,Crosscurrent,274
60,Jazz-Ballad Swing,Hamilton Arthur,Eb,Ballad,Cry Me A River,275
60,Jazz-Ballad Swing,Corea Chick,A-,Ballad,Crystal Silence,276
100,Jazz-Medium Swing,Hefti Neal,F,Medium Swing,Cute,277
100,Jazz-Medium Swing,Rivers Sam,C,Medium Swing,Cyclic Episode,278
100,Jazz-Medium Swing,Owens-White-Gish,Eb,Medium Swing,Cynthia's In Love,279
240,Jazz-Up Tempo Swing,Brown Clifford,Eb,Up Tempo Swing,Daahoud,280
240,Jazz-Up Tempo Swing,Powell Bud,F,Up Tempo Swing,Dance Of The Infidels,281
100,Jazz-Medium Swing,Schwartz Arthur,C,Medium Swing,Dancing In The Dark,282
60,Jazz-Ballad Swing,Rodgers Richard,F,Ballad,Dancing On The Ceiling,283
100,Jazz-Medium Swing,Traditional,C,Medium Swing,Danny Boy,284
60,Jazz-Ballad Swing,Van-Heusen Jimmy,G,Ballad,Darn That Dream,285
80,Jazz-Slow Swing,Timmons Bobby,C-,Slow Swing,Dat Dere,286
100,Jazz-Medium Swing,Cahn-Stordahl-Weston,G,Medium Swing,Day By Day,287
60,Jazz-Ballad Swing,Strayhorn-Ellington,F,Ballad,Day Dream,288
60,Jazz-Ballad Swing,Kern Jerome,Bb,Ballad,Day Dreaming,289
100,Jazz-Medium Swing,Bloom Rube,C,Medium Swing,"Day In, Day Out",290
100,Jazz-Medium Swing,Adamson-Grofe,Eb,Medium Swing,Daybreak,291
140,Jazz-Even 8ths,Jarrett Keith,D,Even 8ths,Days And Nights Waiting,292
100,Jazz-Medium Swing,Mancini Henry,F,Medium Swing,Days Of Wine And Roses,293
100,Jazz-Medium Swing,Coltrane John,D,Medium Swing,Dear Lord,294
100,Jazz-Medium Swing,Traditional,D-,Medium Swing,Dear Old Stockholm,295
100,Jazz-Medium Swing,Kern Jerome,C,Medium Swing,Dearly Beloved,296
100,Jazz-Medium Swing,Rollins Sonny,F-,Medium Swing,Decision,297
60,Jazz-Ballad Swing,Cahn-Chaplin-Zaret,Bb,Ballad,Dedicated To You,298
100,Jazz-Medium Swing,Hirsch-Rose,C,Medium Swing,Deed I Do,299
100,Jazz-Medium Swing,De-Rose Peter,F,Medium Swing,Deep Purple,300
160,Jazz-Medium Up Swing,Jones Sam,Eb,Medium Up Swing,Del Sasser,301
100,Jazz-Medium Swing,Shorter Wayne,Eb-,Medium Swing,Deluge,302
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,F,Bossa Nova,Desafinado,303
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,E,Bossa Nova,Desafinado (Original),304
60,Jazz-Ballad Swing,Ellis Herb,C,Ballad,Detour Ahead,305
160,Jazz-Medium Up Swing,Dorough-Kirk,G-,Medium Up Swing,Devil May Care,306
160,Jazz-Medium Up Swing,Parker Charlie,Eb,Medium Up Swing,Dewey Square,307
160,Jazz-Medium Up Swing,Parker Charlie,Bb,Medium Up Swing,Dexterity,308
100,Jazz-Medium Swing,Rapee-pollack,Eb,Medium Swing,Diane,309
100,Jazz-Medium Swing,Kirkland Kenny,C,Waltz,Dienda,310
240,Jazz-Up Tempo Swing,Davis Miles,Ab,Up Tempo Swing,Dig,311
160,Jazz-Medium Up Swing,Akst Harry,G,Medium Up Swing,Dinah,312
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,Eb,Bossa Nova,Dindi,313
240,Jazz-Up Tempo Swing,Parker Charlie,Bb-,Up Tempo Swing,Diverse,314
100,Jazz-Medium Swing,Lewis John,F-,Medium Swing,Django,315
100,Jazz-Medium Swing,Ellington Duke,Bb,Medium Swing,Do Nothin' Til You Hear From Me,316
100,Jazz-Medium Swing,Alter Louis,C,Medium Swing,Do You Know What It Means?,317
